fid,ang_connectivity,ang_meandepth,class_connectivity,met_choice,met_choice_1000,met_choice_1250,met_choice_1500,met_choice_1750,met_choice_2000,met_choice_250,met_choice_2500,met_choice_3000,met_choice_500,met_choice_750,met_meandepth,met_meandepth_1000,met_meandepth_1250,met_meandepth_1500,met_meandepth_1750,met_meandepth_2000,met_meandepth_250,met_meandepth_2500,met_meandepth_3000,met_meandepth_500,met_meandepth_750,ang_choice,ang_choice_1000,ang_choice_1250,ang_choice_1500,ang_choice_1750,ang_choice_2000,ang_choice_250,ang_choice_2500,ang_choice_3000,ang_choice_500,ang_choice_750,ang_integration,ang_integration_1000,ang_integration_1250,ang_integration_1500,ang_integration_1750,ang_integration_2000,ang_integration_250,ang_integration_2500,ang_integration_3000,ang_integration_500,ang_integration_750,compteur,type_chemin,type_transport,jeu_7_9,jeu_11_13,jeu_17_19,sam_7_9,sam_11_13,sam_17_19
"2287",4.453989,6.1846175,6,51179,7627,12754,19378,26489,34167,122,46497,50894,1293,4151,1585.8959,685.93958,819.52551,970.77173,1104.3309,1252.4399,148.48996,1428.5352,1565.3336,315.79663,481.62958,6842,8563,11757,13124,14024,13381,89,9533,8009,1553,4755,535.66034,195.98781,252.8143,293.51611,343.8266,403.51108,25.940468,479.64212,523.13855,71.469673,127.97871,"00000","0","0",,,,,,
"2288",2.9935255,6.6028748,4,28581,3846,6710,10524,14812,19411,88,25627,28373,643,1848,1581.371,686.30719,823.64978,975.78046,1110.7225,1247.6266,151.88174,1426.0555,1560.7914,321.50388,493.21341,338,1117,864,725,650,827,58,394,351,546,916,501.44098,170.29268,227.98326,263.64554,309.84015,366.95227,20.500444,445.28625,488.64709,62.777729,114.67172,"00000","0","0",,,,,,
"2289",1.5038016,6.6905069,2,27104,3379,6109,9770,13979,18402,67,24388,26926,528,1586,1597.9011,695.21942,842.85468,987.24536,1127.2839,1255.2457,150.44664,1438.7803,1571.6582,323.52408,503.52698,72,685,488,261,262,495,40,96,76,411,647,494.62881,164.33159,218.26048,257.34546,301.39062,360.37332,12.880024,440.91895,481.22693,51.20562,97.47477,"00000","0","0",,,,,,
"2290",2.8426948,5.8038001,3,27714,3339,6138,9909,14282,18815,58,24968,27548,472,1520,1559.1736,704.6192,847.61652,989.55487,1124.446,1249.3353,141.81607,1424.8324,1539.452,337.29752,519.44849,1022,772,755,706,930,1383,40,1154,1242,335,546,570.20917,159.80833,238.31607,296.03177,361.97794,434.90222,10.374613,514.586,558.06586,44.062412,97.444626,"00000","0","0",,,,,,
"2291",2.6715541,5.7207294,4,62859,4493,10133,16556,24461,32287,62,46969,57137,395,1356,1567.5034,689.09979,820.50183,975.72089,1107.2961,1249.4813,159.80444,1427.5962,1551.6102,330.28195,506.74094,117347,4180,10600,18759,32053,46754,20,80862,103967,236,1089,579.81091,223.13858,275.55557,317.02396,386.06815,453.16006,16.294876,527.17914,568.45142,66.626701,133.24315,31/18,"1","0",77,38,35,2,11,19
"2292",0.17048517,5.6084905,2,64123,4499,10258,16801,24862,32916,30,48008,58387,294,1299,1538.9479,698.49933,832.70764,975.79578,1109.2828,1257.9449,144.72668,1431.6584,1529.1339,358.82346,532.93243,120879,4317,11206,19854,33623,48954,6,83887,107422,143,1033,590.99048,237.12592,295.42996,347.85281,410.16306,475.39993,10.437635,547.01379,582.27246,59.341736,134.02017,31/18,"1","0",77,38,35,2,11,19
"2293",2.0315075,5.5830679,3,66036,4735,10733,17513,25887,34241,28,49760,60299,302,1428,1480.4883,690.47461,837.11951,969.10083,1106.8687,1247.7418,158.35899,1403.2024,1476.2662,376.10919,550.38354,124464,4674,11990,21210,35439,51417,4,87120,111018,142,1155,593.36084,246.56969,310.41974,369.41824,434.7576,494.86365,12.742482,563.30798,587.42139,56.509335,140.16988,31/18,"1","1",77,38,35,2,11,19
"2294",2.1096694,7.8633614,4,406050,18984,42564,73355,107542,141661,371,230716,333937,2071,6580,1579.7762,651.745,767.78992,862.64221,975.29657,1135.6213,145.26341,1424.4236,1567.3354,297.06134,469.28922,17409,14706,21902,22797,22180,21259,497,20435,20964,2860,6900,420.1839,168.50572,213.71411,242.10999,270.0343,300.63092,37.300182,358.6727,394.98035,65.944923,108.09039,"00000","0","0",,,,,,
"2295",0.50785726,7.7609324,2,407929,19126,42847,73812,108207,142656,340,232323,335810,1983,6579,1559.6659,652.47406,767.94604,866.54285,983.03595,1142.5082,147.39885,1422.3636,1552.094,304.47253,479.82999,18549,15129,22601,23748,23282,22580,458,22074,22689,2768,6944,425.75308,174.22301,219.8259,249.39096,277.37183,309.27426,37.325859,364.80954,399.20221,65.980339,110.45103,"00000","0","0",,,,,,
"2296",4.449667,7.432467,6,410563,19565,43512,74746,109436,144281,330,234691,338444,1972,6758,1532.9935,645.80927,759.25244,864.57648,981.92297,1138.1307,146.54694,1412.9728,1529.838,307.9263,481.74411,19738,15711,23412,24810,24494,24025,453,23851,24433,2716,7090,444.61191,185.39438,230.3391,265.12085,294.45996,329.42596,36.051403,385.80634,419.41064,67.40522,119.51117,"00000","0","0",,,,,,
"2297",4.4433584,6.8984056,5,56655,11133,18566,25675,32513,39689,347,50625,55989,1711,4950,1541.376,649.88556,769.09552,874.35474,994.84906,1157.4342,140.34616,1421.3823,1536.9072,302.72131,481.09131,4429,3562,4616,5789,6648,6651,254,4911,4847,899,2345,480.33279,184.78633,233.01865,276.32315,308.71274,349.46381,30.913292,417.59888,455.86761,63.896084,117.52552,"00000","0","0",,,,,,
"2298",1.5993575,7.2269316,3,51128,9350,15782,22020,28224,34696,244,45270,50464,1289,4106,1561.3245,660.0116,781.72119,887.55969,1002.1827,1162.5533,146.70279,1428.1516,1553.7334,308.66055,489.29608,894,1455,1214,1384,1144,1158,157,1088,967,457,1426,458.67041,177.53186,225.91217,269.71011,298.39389,335.92557,29.773897,396.55917,433.78415,60.919044,110.77592,"00000","0","0",,,,,,
"2299",3.0285683,7.858077,3,49227,8676,14847,20968,27058,33329,202,43580,48569,1137,3733,1572.0233,665.7926,790.76715,897.7793,1010.6919,1168.0438,149.17824,1434.6324,1561.334,311.35892,495.64493,620,1248,852,1023,816,789,132,810,686,355,1229,421.2225,146.6353,192.22395,239.35649,265.90347,295.64758,22.890356,352.46243,397.27115,50.715256,90.161186,"00000","0","0",,,,,,
"2300",1.9716623,7.416697,3,8956,2919,4391,5659,6768,7796,197,8662,8949,608,1406,1563.4695,657.96283,778.93585,879.97076,994.81079,1153.968,150.54506,1426.068,1555.4368,306.72845,488.97345,3293,2386,3904,4961,5904,5624,124,3624,3537,531,1164,447.36835,172.35667,221.80161,262.21024,289.56131,327.68625,26.531906,390.33652,429.82806,56.153286,106.45805,"00000","0","0",,,,,,
"2301",4.5809517,7.1344347,6,11353,3618,5356,6822,8127,9446,213,10839,11346,717,1759,1534.5836,646.07684,761.62329,867.21198,984.10303,1140.6904,149.01295,1414.3081,1531.4297,308.9043,482.79099,4890,2833,4551,5818,6930,6835,151,5138,5307,604,1357,465.26074,186.85168,238.62219,279.95285,310.26297,349.05472,30.438379,413.08698,448.06424,59.327339,114.62007,"00000","0","0",,,,,,
"2302",1.0150653,7.3132281,3,108392,17530,31285,45557,58637,69066,78,87263,102080,1159,6393,1646.8278,658.78748,786.28448,885.32135,986.39368,1110.0378,152.82948,1421.0662,1624.0187,354.67004,513.86505,192319,17828,34863,56428,79835,101753,58,139047,170390,1193,6122,455.55804,177.53157,236.8298,268.30737,290.24777,320.39142,10.495588,376.1026,419.14673,42.219543,109.32654,"00000","1","0",,,,,,
"2303",1.0494994,7.2684336,4,109579,17745,31574,45914,59079,69671,85,88206,103258,1159,6479,1625.2682,665.71704,777.81561,875.73761,979.34619,1112.4532,167.00012,1416.4946,1604.3479,344.55447,516.30566,194045,18130,35196,56908,80420,102581,52,140599,172391,1188,6255,457.87656,184.53548,240.71703,273.40582,299.35043,329.04782,19.136719,384.02905,426.20526,45.7631,109.39137,"00000","1","0",,,,,,
"2304",1.0510905,8.1388197,3,141233,10988,18525,28075,37515,49218,219,79962,115624,1790,5204,1572.4161,667.77979,801.58478,908.20471,1025.2312,1184.7008,165.0285,1444.202,1558.9957,299.82181,480.68539,18971,10736,14193,15097,16534,17230,207,20135,20483,2238,5432,405.67526,149.23605,197.82773,232.06982,256.75397,285.52692,32.3181,343.547,383.11511,61.653,99.467972,"00000","1","0",,,,,,
"2305",2.5872939,7.9362617,4,142766,11624,19393,29017,38540,50384,252,81312,117153,1889,5537,1548.9365,654.41602,778.99286,883.06677,1005.1208,1171.8358,154.38597,1427.7125,1543.1226,299.16394,478.8558,21071,11555,15233,16164,17762,18781,245,22152,22791,2352,5897,417.23651,164.91508,209.22433,243.524,269.50702,302.07526,35.812428,359.37,394.87906,69.314842,109.75961,"00000","1","0",,,,,,
"2306",2.3456166,5.4335456,4,155635,9597,17761,29445,45863,66719,168,109235,140658,1346,4254,1290.3068,633.4826,773.14307,916.68634,1077.0317,1179.9268,166.22992,1275.6093,1290.3068,333.23187,494.15274,69742,16726,25543,33836,45261,60054,137,68220,70679,2186,8074,610.88501,260.55762,304.51025,374.35449,445.60074,515.3775,34.418186,588.27258,609.41022,100.04651,189.55917,"00000","0","0",,,,,,
"2307",4.1960402,5.4173512,5,113593,4985,9872,17547,28671,42844,112,73228,99381,719,2131,1308.0527,648.13647,782.38763,922.20807,1079.0331,1187.3596,166.98515,1290.9729,1308.0527,338.51379,509.66681,8616,3888,6113,8291,9869,12552,47,12410,9754,464,1810,611.05023,250.23599,299.13803,368.9798,432.90549,507.12775,26.136667,585.74615,608.38318,80.938515,166.05775,"00000","0","0",,,,,,
"2308",4.8979945,5.260385,6,48588,6596,10695,15711,22183,29618,199,42482,47823,1155,3313,1267.6501,630.91772,774.17041,919.21234,1074.1851,1176.1115,157.71234,1261.4685,1267.6501,320.90994,491.7999,65740,13968,21460,28376,39258,52014,148,61214,65695,1880,6886,629.94574,263.97113,319.62524,389.0546,456.65964,532.05231,34.07402,611.07605,628.19153,100.47741,196.78046,"00000","0","0",,,,,,
"2309",2.1983154,6.4754858,3,9599,2447,3479,4913,6486,8169,175,9572,9599,713,1478,1278.4281,613.10291,752.95349,927.56207,1066.7372,1197.0323,170.83034,1276.9292,1278.4281,314.65186,465.34125,528,579,599,582,696,770,83,726,559,519,469,511.03598,202.90851,257.00528,325.55878,382.32288,445.01114,36.841686,500.04739,509.07056,87.374969,141.77158,"00000","0","0",,,,,,
"2310",2.2689395,6.3591118,4,57980,11702,18673,26549,34490,43042,290,53913,57799,2081,6089,1277.0443,615.77576,753.27954,929.06824,1072.235,1203.0557,164.17705,1276.6725,1277.0443,317.17126,461.89169,49660,15387,20581,25951,31045,37796,325,48788,55791,3733,9531,523.26764,200.29901,239.6705,294.41492,349.03845,417.15558,43.413975,495.46066,520.43335,97.658417,144.83241,"00000","1","0",,,,,,
"2311",4.1813617,6.7293038,6,30019,7888,11892,17008,20961,25298,367,29815,30019,2312,5025,1293.7292,599.50653,760.57959,941.88403,1082.0557,1212.7017,144.48424,1293.7292,1293.7292,306.86008,451.81223,18994,7830,10388,13234,14993,16252,355,18254,19010,2705,4657,490.68677,172.69646,223.47369,280.5455,340.59073,396.7438,44.607578,468.17175,487.10913,93.804581,130.95963,"00000","0","0",,,,,,
"2312",2.1392336,6.8043532,3,10900,4562,6572,8467,9601,10425,228,10900,10900,1272,2859,1289.2583,606.44482,755.07037,937.06146,1078.3019,1207.7124,158.16783,1289.2583,1289.2583,308.69885,455.53192,9259,5182,5976,6581,6376,7163,314,7982,9410,2096,3685,485.39938,170.90871,215.47931,271.37228,328.0632,384.20578,40.898743,460.33731,481.39908,91.829414,129.03941,"00000","0","1",,,,,,
"2313",2.121995,6.751862,4,10330,4395,6281,8071,9114,9838,249,10330,10330,1315,2817,1298.3553,603.82892,757.68298,941.14362,1082.4504,1213.235,151.10406,1298.3553,1298.3553,308.34549,455.33829,11357,4981,5896,6917,7174,8209,301,9830,11497,2080,3622,489.21252,169.43985,218.65909,271.77731,332.96582,388.40414,41.645779,465.22409,485.59091,93.160019,129.01126,"00000","0","1",,,,,,
"2314",3.7531352,6.644938,4,83203,17655,26766,40609,53855,67358,811,81725,83088,4749,10739,1259.799,596.75952,755.27533,924.95813,1066.2372,1188.2922,146.72797,1259.799,1259.799,303.43466,446.92746,9200,7107,9511,11485,12662,12611,505,11266,9376,1631,3199,496.90991,193.52313,254.28119,325.93686,387.52832,446.12213,39.948559,490.52652,495.88489,94.584145,141.27327,"00000","0","1",,,,,,
"2315",3.9896436,5.9161186,5,221271,25230,40214,59817,79788,102181,639,147114,191052,5013,12448,1271.2155,577.94781,754.00366,919.72015,1062.3971,1162.9125,164.14491,1270.8413,1271.2155,294.22461,451.17386,107420,28850,43366,66200,84506,99185,677,117788,111496,6977,15959,560.40436,218.30389,299.38666,377.51279,435.79022,495.05716,58.397957,545.65918,557.96094,110.34986,157.61998,"00000","0","0",,,,,,
"2316",3.0531969,9.1288338,3,4417,766,1091,1548,2207,2839,43,3873,4345,179,474,1671.3666,659.73987,787.16498,944.6684,1129.259,1277.7148,142.99109,1526.0668,1642.0903,317.15964,512.36377,0,3,9,7,21,26,0,26,26,5,4,361.2868,103.95556,135.65469,165.22194,186.43657,214.24149,10.819584,288.81735,328.80771,28.480118,66.068726,"00000","0","0",,,,,,
"2317",3.0068531,8.1645231,3,3695,869,1222,1586,2106,2579,53,3336,3641,187,513,1670.8718,656.60675,781.89087,929.95886,1124.8646,1272.0941,142.45302,1519.9718,1639.3965,319.66702,520.64105,783,372,384,405,535,684,13,788,897,92,229,407.06348,138.91983,169.74066,202.72464,231.83533,262.76645,18.269148,335.80191,378.77609,45.456547,95.059822,"00000","0","1",,,,,,
"2318",2.9702389,8.1046658,4,9657,1438,2128,3179,4666,6103,73,8447,9494,336,899,1643.9797,646.34314,786.16882,948.47272,1127.5503,1274.707,148.62897,1509.9308,1619.4922,334.09625,512.77417,471,158,264,368,463,677,26,996,747,59,133,407.03082,129.33479,168.85654,202.39711,225.64389,254.44693,18.491453,331.30099,371.98746,42.129097,87.735886,"00000","0","0",,,,,,
"2319",3.0483797,8.1046896,4,4445,1322,1810,2279,2832,3337,87,4099,4394,317,793,1665.156,649.78589,778.23108,937.14807,1123.4218,1272.5398,143.19617,1519.2424,1635.785,311.28397,509.9057,5058,866,1066,1276,1786,2205,46,3469,4606,150,514,407.02963,135.14598,173.15805,205.00537,229.3063,260.02225,21.207817,334.00192,375.67511,46.431183,94.096886,"00000","0","0",,,,,,
"2320",1.5012848,7.7203436,2,3279,354,492,665,965,1401,21,2083,2845,68,156,2148.4316,716.45801,827.8255,969.00452,1172.4254,1386.5184,121.3275,1667.1689,1952.8209,313.81616,493.19745,2718,689,837,713,1392,2106,20,3431,3860,116,291,427.90359,76.564377,101.40511,122.25228,160.8755,214.32828,10.962864,294.40637,378.27069,24.989304,44.829193,"00000","0","0",,,,,,
"2321",1.6114485,7.8704286,3,4549,505,712,943,1408,1971,30,2918,3928,94,212,2151.5066,714.43512,823.64124,965.31824,1174.7526,1379.2477,119.7151,1667.4236,1951.1442,315.86322,493.88605,2448,630,849,725,1384,1974,29,3173,3407,104,269,419.70441,77.725014,102.8946,122.40766,161.9803,212.64708,13.296908,294.9653,369.82318,23.668089,43.62841,"00000","0","0",,,,,,
"2322",1.662143,7.9648747,3,7244,895,1274,1722,2584,3443,42,5020,6460,149,391,2135.814,705.39252,807.52606,949.81274,1166.1143,1358.6282,139.39874,1664.3689,1946.0712,315.68268,505.88214,6082,985,1524,1836,2743,3687,43,5138,5992,139,414,415.65256,82.311913,106.73409,127.98807,169.74434,213.06105,13.228708,293.10995,365.30029,25.388697,48.721714,"00000","0","0",,,,,,
"2323",0.91060984,7.8931155,2,8110,994,1412,1897,2858,3754,44,5529,7195,161,467,2121.0398,687.53394,796.89032,944.82111,1164.239,1343.5198,152.33813,1666.6368,1938.8558,310.34479,511.15692,7672,1177,1793,2278,3388,4414,40,6031,7290,180,524,420.4238,88.049644,109.02853,136.98801,175.58737,213.66376,16.171968,295.92862,337.96634,29.49498,55.109348,"00000","0","0",,,,,,
"2324",2.3385761,8.2782183,4,8140,908,1237,1707,2504,3550,46,5427,7170,165,383,2126.4614,706.39349,809.71857,956.2597,1165.3484,1376.3541,119.10973,1657.9404,1939.2555,308.75403,497.49017,4179,686,983,1106,1731,2456,36,3823,4333,94,256,398.77222,73.561386,95.217026,115.24261,154.05182,203.08885,12.682569,276.26218,353.65344,22.708296,41.877548,"00000","0","0",,,,,,
"2325",2.0699716,8.2727604,3,14644,1669,2315,3263,4779,6724,49,9983,12991,280,705,2111.2,698.05139,801.55438,955.60229,1161.0092,1377.5361,125.77076,1654.6917,1934.0602,310.29333,504.84286,2767,446,498,713,1008,1484,19,2038,2641,90,184,399.02591,71.296722,93.955246,114.51344,153.75224,204.19,11.784749,278.29507,355.67038,22.633608,40.784306,"00000","0","0",,,,,,
"2326",2.9495072,8.0008659,3,15399,1733,2377,3402,4920,7034,49,10479,13697,297,764,2100.7251,684.06738,802.86591,957.41425,1162.3103,1387.4185,129.01981,1656.0345,1931.8712,308.22256,497.10416,2502,430,328,562,838,1274,14,1708,2451,112,227,412.76196,72.674484,93.792953,116.85468,157.40451,209.74977,10.569143,288.86197,369.26959,26.100315,44.678524,"00000","0","0",,,,,,
"2327",2.4703276,9.082016,3,8752,1145,1634,2246,3356,4432,47,6217,7845,202,510,2119.1389,699.36774,801.34735,949.76068,1165.9939,1362.1046,136.26334,1656.4294,1935.2382,320.92795,500.16431,295,177,225,185,300,423,27,790,555,35,89,363.37576,61.913891,83.719749,100.0883,136.97394,176.67072,9.5601664,252.26701,312.46738,17.103422,35.130947,"00000","0","0",,,,,,
"2328",0.96207118,9.0589437,2,9537,1237,1757,2394,3580,4652,48,6635,8484,211,579,2117.7893,686.35504,790.53644,942.29401,1155.6995,1344.2333,150.81911,1659.5125,1933.6589,309.92566,509.78708,840,232,317,367,598,644,23,931,916,57,165,365.69739,66.213608,85.928993,107.44015,140.99728,174.88676,10.972614,249.09532,288.63196,19.846939,40.218704,"00000","0","0",,,,,,
"2329",1.0657122,8.6668491,2,11449,1397,1949,2671,3990,5255,57,7665,10078,246,708,2086.6733,672.4386,783.59619,950.74609,1163.1534,1335.3082,143.67455,1655.2224,1921.6989,288.95456,512.56183,2104,373,428,674,1031,1100,31,1548,1999,112,290,380.97675,73.21508,90.44622,119.73544,151.66322,185.07635,12.241776,239.53285,300.93405,23.112648,47.757,"00000","0","1",,,,,,
"2330",2.5739069,8.1128998,3,13938,1645,2243,3104,4632,6191,67,9200,12266,293,862,2048.3079,658.07239,768.46564,952.61841,1161.0399,1338.1938,124.5057,1643.8258,1906.5724,281.77167,502.3605,3590,621,682,1139,1664,1924,53,2688,3430,178,477,407.97656,84.409729,102.90847,135.98549,172.82121,208.16637,15.982187,256.07986,329.01584,28.898834,58.626408,"00000","0","1",,,,,,
"2331",2.2251534,7.0881686,4,22664,2498,3421,4915,7089,10266,59,15289,20125,424,1160,2062.6804,660.48248,782.69141,953.30542,1156.4995,1376.2926,147.61537,1647.0327,1905.325,305.06281,495.34717,8638,1785,1750,2239,3796,5701,32,8199,10527,391,866,466.4978,94.547104,116.98808,146.48442,193.26683,252.11287,16.799854,337.47919,425.34863,38.612247,64.829643,"00000","1","0",,,,,,
"2332",2.0279408,7.1358128,3,5269,558,760,1077,1529,2288,25,3408,4610,106,269,2131.7141,698.05267,817.29352,968.88611,1158.9309,1396.5341,137.08662,1666.9392,1951.9474,318.23038,506.07181,3560,877,1006,938,1768,2677,15,4262,5005,151,376,463.42184,85.786781,110.26416,135.3269,178.80952,234.47397,11.426304,324.009,415.55548,34.539215,57.030502,"00000","1","0",,,,,,
"2333",3.688565,8.0494995,4,3301,478,698,977,1438,1815,45,2558,3102,173,321,1914.1626,612.36414,774.50793,945.44885,1169.9921,1330.9806,147.02277,1607.3269,1813.5157,334.44724,480.58621,3026,147,297,512,858,1297,6,1927,2662,34,120,410.04797,75.165886,102.5126,132.53777,173.04597,225.30878,17.847633,305.19446,377.86975,35.359829,57.798618,"00000","0","0",,,,,,
"2334",3.0877266,9.1236649,3,4510,697,1006,1488,2070,2592,54,3613,4294,227,445,1844.0734,592.83807,767.46027,962.18634,1163.2035,1301.8204,152.60645,1579.9744,1770.2313,329.55191,463.65353,0,12,10,12,58,79,2,37,13,12,9,365.09644,63.707699,80.514343,105.12402,136.21207,180.33624,12.305722,252.25377,324.27194,28.697699,48.997154,"00000","0","0",,,,,,
"2335",3.1513658,8.0579214,4,38817,4674,6826,9551,13469,17803,145,27008,34508,930,2488,1800.8257,586.69843,761.19421,962.79187,1146.3998,1277.9108,145.22221,1557.4042,1740.701,313.55695,447.37161,3713,420,800,1036,1491,1997,57,3197,3430,149,298,409.56635,85.245888,112.84312,147.16971,186.41188,234.06239,24.394127,321.39859,380.54153,43.949245,63.841454,"00000","0","0",,,,,,
"2336",1.7876121,8.1323013,3,38752,5007,7091,9762,13571,18017,142,27016,34416,963,2658,1809.2361,579.4165,752.84204,953.20459,1147.0627,1283.4756,144.77347,1564.603,1748.1483,322.39767,462.99908,1195,379,347,367,505,718,71,1035,1037,217,308,405.78247,81.676094,107.13665,140.5307,176.17377,223.91379,21.956799,308.7247,373.52554,40.96899,64.799484,"00000","0","0",,,,,,
"2337",2.8268261,8.5529041,3,40085,5270,7457,10269,14254,18840,156,28122,35727,1037,2824,1780.9667,573.3313,746.72931,948.16296,1139.1016,1267.2462,143.35245,1549.072,1729.3406,312.34631,453.14346,38,486,313,288,351,470,94,437,166,330,437,386.11795,83.588455,98.989738,133.95567,167.46698,212.76741,22.666903,296.46213,354.78091,46.743458,67.666565,"00000","0","0",,,,,,
"2338",3.1645761,7.6288514,5,123537,9665,17118,27695,41530,56493,178,83493,107065,1466,4613,1769.0526,579.20538,757.78571,957.39227,1137.7743,1261.8623,149.28128,1543.788,1718.5286,310.87305,451.12253,23162,12532,14650,16497,19226,22774,229,30097,33914,2835,8307,433.15225,100.35053,120.2104,160.0916,206.13138,248.81903,35.408146,341.72745,403.62323,59.707104,83.194969,"00000","0","0",,,,,,
"2339",1.4339947,7.7378764,3,160525,14638,23943,36937,54236,73534,289,109001,139783,2352,7227,1773.7213,568.17883,743.46198,944.10284,1138.0753,1263.1995,139.82526,1545.546,1725.3121,313.45447,449.6998,21206,13220,14857,16551,19149,22471,317,28493,31818,3222,8909,427.42639,98.744591,126.05314,167.46072,212.41241,259.69174,31.900352,350.08102,412.11093,58.121098,84.328796,"00000","0","0",,,,,,
"2340",1.4337517,7.9014826,3,162443,14775,24124,37297,54804,74342,306,110433,141641,2391,7314,1754.7201,565.29962,746.67401,942.86475,1142.2786,1261.3176,143.15015,1541.5448,1716.5894,311.64542,447.60941,20296,13358,14859,16516,19143,22334,329,27755,30770,3263,9002,418.06345,102.57066,126.12567,165.17622,206.96124,263.05945,34.144619,343.85437,403.44113,57.996658,85.018616,"00000","0","0",,,,,,
"2341",2.9689813,6.4574976,4,50906,5893,11148,17262,23930,31440,37,45285,50357,561,2442,1687.6718,671.99213,828.97888,962.43958,1060.8331,1180.5433,141.90558,1448.0962,1616.9613,352.65076,507.68176,12409,6870,9835,12441,13856,11020,14,12367,14586,530,3042,511.94894,178.41631,230.72762,283.04816,321.97009,349.55051,17.317122,416.76855,482.55557,55.588367,119.78767,"00000","1","0",,,,,,
"2342",0.96743494,6.8318119,2,48766,5693,10742,16734,23227,30498,60,43680,48342,562,2380,1747.4274,678.30548,821.42621,984.14606,1070.634,1175.3312,175.64664,1458.2729,1639.5952,329.7207,517.02539,11295,6421,9161,11433,12935,10072,10,11122,12989,529,2831,483.90952,157.57507,199.21466,254.3443,289.31375,318.88486,15.356348,380.85635,445.73868,44.948078,99.471741,"00000","1","0",,,,,,
"2343",3.1651106,7.2181506,4,48809,5820,10843,16946,23443,30643,101,43637,48332,626,2492,1764.3896,649.0929,799.2699,977.19226,1062.5913,1155.2131,149.23746,1434.8147,1646.741,300.27383,496.43954,10229,6279,8809,10800,12192,9300,45,10107,11617,607,2809,457.75467,148.09157,184.87619,234.02965,268.03134,294.18292,20.913876,351.41855,413.21826,49.271164,96.086136,"00000","1","0",,,,,,
"2344",6.0315948,6.8988538,7,10315,1869,2825,4137,5452,6369,93,8019,9782,380,944,1695.1763,683.59381,816.1875,962.72943,1109.5375,1214.3296,157.28917,1412.8793,1621.8818,314.1478,508.9342,1387,909,1315,1408,1601,1652,48,1680,1699,223,517,478.98422,166.88164,230.5957,277.38419,333.18347,359.63855,33.717911,410.04175,445.7514,67.882133,103.15257,UNI07,"1","1",255,120.333333333333,100.75,,146.5,134
"2345",3.0048373,9.7973614,5,56744,4580,7411,10539,14712,19444,323,28675,40129,1015,2470,2176.709,632.54425,772.24609,908.46216,1077.9164,1248.9662,129.27484,1512.4833,1813.9922,269.25378,422.65891,32311,4039,5526,6566,8927,11778,328,16317,21937,876,2355,337.41977,98.088158,119.57918,140.37961,164.98083,192.06041,41.233387,228.22348,270.41849,62.178417,84.151764,UNI08,"1","0",37,43,77,5,17,30
"2346",3.2046185,6.2588429,4,34041,4736,8084,12096,16587,21408,150,29551,33162,822,2196,1479.2802,654.90198,811.98962,958.50977,1091.228,1242.4182,141.78268,1414.1139,1477.4103,321.85437,490.17047,10804,3696,6287,7931,8519,9617,144,14867,13746,915,1945,527.81708,183.03174,238.1918,284.5809,333.00647,396.01556,28.230978,482.32639,521.79321,74.484657,126.49588,UNI09,"1","1",164,345,377.333333333333,112,379.333333333333,247.333333333333
"2347",2.6145363,6.4328704,4,33386,4634,7949,11936,16342,21050,155,29014,32507,851,2159,1484.1735,652.37634,811.005,958.98267,1094.8806,1244.9442,150.25992,1414.0383,1480.9026,317.94525,478.71655,10111,3413,5795,7432,7921,8724,134,13662,12764,969,1882,514.77136,172.10521,218.12877,259.03128,305.25537,358.68369,30.576672,460.95102,506.22537,77.582214,122.68221,UNI09,"1","0",164,345,377.333333333333,112,379.333333333333,247.333333333333
"2348",2.6590986,6.9446998,4,25310,3312,5845,8971,11604,14339,134,21003,24476,546,1529,1592.9438,674.54938,843.1571,1011.1335,1140.3701,1271.0511,147.43901,1486.2415,1570.6606,305.76645,489.85278,9542,2644,3878,4823,6156,7207,104,10929,11884,536,1452,475.74774,128.73787,169.30083,204.95686,255.02861,298.25223,23.565851,406.86957,460.55273,54.943501,84.708168,UNI10,"0","0",524,,,224,536,308
"2349",0.34303874,7.1244583,2,22070,2698,4822,7459,9677,12001,108,18005,21273,427,1214,1626.8854,683.49689,858.10657,1023.3095,1155.2327,1282.9583,141.79688,1508.0345,1602.4746,308.84235,482.67032,8463,2101,3220,3805,5005,5948,92,9314,10486,413,1178,463.45938,120.40253,156.31459,196.74915,244.59462,286.14352,25.240475,391.11749,446.60898,49.325947,76.322037,UNI10,"0","0",524,,,224,536,308
"2350",3.3375223,7.2153015,5,19986,2375,4272,6664,8711,10757,106,16196,19231,376,1066,1649.1901,686.9339,864.74713,1032.479,1165.3176,1287.9569,145.93024,1519.1705,1622.3759,298.7045,485.88657,7423,1669,2605,2953,3983,4895,103,7923,9156,321,962,458.00388,112.43503,151.35168,187.72284,239.69298,279.81735,23.813953,379.06406,439.60635,43.935387,70.830307,UNI10,"0","0",524,,,224,536,308
"2351",2.6844869,6.5739188,4,40401,6358,10668,15624,20306,25343,155,35208,39490,1104,3122,1504.6736,654.09357,813.66034,967.95923,1102.7483,1254.2987,151.528,1430.7852,1499.561,314.33209,480.99771,25501,6068,8277,10998,14155,17447,125,25731,28251,1311,3761,502.28494,159.67645,201.12831,243.55511,290.74258,341.94067,28.09539,446.95264,493.99179,70.662621,109.36246,UNI11,"1","0",515,586.333333333333,575.6,290.5,560,369.5
